ORIGID,County,PopulationCensus16,TimeStamp,Lat,Long,Confirmed Cases
4,Cork,542868,2020/03/14 00:00:00+00,51.9517,-8.6372,36
5,Donegal,159192,2020/03/14 00:00:00+00,54.8989,-7.96,2
6,Dublin,1347359,2020/03/14 00:00:00+00,53.3605,-6.292,53
7,Galway,258058,2020/03/14 00:00:00+00,53.3705,-8.7362,9
8,Kerry,147707,2020/03/14 00:00:00+00,52.1689,-9.565,4
9,Kildare,222504,2020/03/14 00:00:00+00,53.238,-6.7837,3
10,Kilkenny,99232,2020/03/14 00:00:00+00,52.5816,-7.2175,1
11,Laois,84697,2020/03/14 00:00:00+00,52.9952,-7.3423,0
12,Leitrim,32044,2020/03/14 00:00:00+00,54.1261,-7.9939,0
13,Limerick,194899,2020/03/14 00:00:00+00,52.5255,-8.7412,5
14,Longford,40873,2020/03/14 00:00:00+00,53.7325,-7.6952,1
15,Louth,128884,2020/03/14 00:00:00+00,53.9161,-6.487,3
16,Mayo,130507,2020/03/14 00:00:00+00,53.9191,-9.2537,0
17,Meath,195044,2020/03/14 00:00:00+00,53.6851,-6.715,3
18,Monaghan,61386,2020/03/14 00:00:00+00,54.1857,-6.9452,0
19,Offaly,77961,2020/03/14 00:00:00+00,53.2632,-7.6607,0
20,Roscommon,64544,2020/03/14 00:00:00+00,53.8008,-8.2735,1
21,Sligo,65535,2020/03/14 00:00:00+00,54.1581,-8.5345,0
22,Tipperary,159553,2020/03/14 00:00:00+00,52.6407,-7.9206,2
23,Waterford,116176,2020/03/14 00:00:00+00,52.2035,-7.4935,3
24,Westmeath,88770,2020/03/14 00:00:00+00,53.5524,-7.4219,4
25,Wexford,149722,2020/03/14 00:00:00+00,52.5164,-6.5037,0
26,Wicklow,142425,2020/03/14 00:00:00+00,53.0205,-6.3442,6
1,Carlow,56932,2020/03/15 00:00:00+00,52.7168,-6.8367,2
2,Cavan,76176,2020/03/15 00:00:00+00,53.9878,-7.2937,2
3,Clare,118817,2020/03/15 00:00:00+00,52.8917,-8.9889,5
4,Cork,542868,2020/03/15 00:00:00+00,51.9517,-8.6372,38
5,Donegal,159192,2020/03/15 00:00:00+00,54.8989,-7.96,2
6,Dublin,1347359,2020/03/15 00:00:00+00,53.3605,-6.292,67
7,Galway,258058,2020/03/15 00:00:00+00,53.3705,-8.7362,10
8,Kerry,147707,2020/03/15 00:00:00+00,52.1689,-9.565,5
9,Kildare,222504,2020/03/15 00:00:00+00,53.238,-6.7837,3
10,Kilkenny,99232,2020/03/15 00:00:00+00,52.5816,-7.2175,2
11,Laois,84697,2020/03/15 00:00:00+00,52.9952,-7.3423,0
12,Leitrim,32044,2020/03/15 00:00:00+00,54.1261,-7.9939,0
13,Limerick,194899,2020/03/15 00:00:00+00,52.5255,-8.7412,5
14,Longford,40873,2020/03/15 00:00:00+00,53.7325,-7.6952,1
15,Louth,128884,2020/03/15 00:00:00+00,53.9161,-6.487,4
16,Mayo,130507,2020/03/15 00:00:00+00,53.9191,-9.2537,1
17,Meath,195044,2020/03/15 00:00:00+00,53.6851,-6.715,3
18,Monaghan,61386,2020/03/15 00:00:00+00,54.1857,-6.9452,0
19,Offaly,77961,2020/03/15 00:00:00+00,53.2632,-7.6607,1
20,Roscommon,64544,2020/03/15 00:00:00+00,53.8008,-8.2735,1
21,Sligo,65535,2020/03/15 00:00:00+00,54.1581,-8.5345,2
22,Tipperary,159553,2020/03/15 00:00:00+00,52.6407,-7.9206,2
23,Waterford,116176,2020/03/15 00:00:00+00,52.2035,-7.4935,3
24,Westmeath,88770,2020/03/15 00:00:00+00,53.5524,-7.4219,5
25,Wexford,149722,2020/03/15 00:00:00+00,52.5164,-6.5037,0
26,Wicklow,142425,2020/03/15 00:00:00+00,53.0205,-6.3442,6
1,Carlow,56932,2020/03/16 00:00:00+00,52.7168,-6.8367,2
2,Cavan,76176,2020/03/16 00:00:00+00,53.9878,-7.2937,2
3,Clare,118817,2020/03/16 00:00:00+00,52.8917,-8.9889,5
4,Cork,542868,2020/03/16 00:00:00+00,51.9517,-8.6372,48
5,Donegal,159192,2020/03/16 00:00:00+00,54.8989,-7.96,2
6,Dublin,1347359,2020/03/16 00:00:00+00,53.3605,-6.292,126
7,Galway,258058,2020/03/16 00:00:00+00,53.3705,-8.7362,11
8,Kerry,147707,2020/03/16 00:00:00+00,52.1689,-9.565,6
9,Kildare,222504,2020/03/16 00:00:00+00,53.238,-6.7837,4
10,Kilkenny,99232,2020/03/16 00:00:00+00,52.5816,-7.2175,4
11,Laois,84697,2020/03/16 00:00:00+00,52.9952,-7.3423,0
12,Leitrim,32044,2020/03/16 00:00:00+00,54.1261,-7.9939,0
13,Limerick,194899,2020/03/16 00:00:00+00,52.5255,-8.7412,14
14,Longford,40873,2020/03/16 00:00:00+00,53.7325,-7.6952,2
15,Louth,128884,2020/03/16 00:00:00+00,53.9161,-6.487,5
16,Mayo,130507,2020/03/16 00:00:00+00,53.9191,-9.2537,1
17,Meath,195044,2020/03/16 00:00:00+00,53.6851,-6.715,5
18,Monaghan,61386,2020/03/16 00:00:00+00,54.1857,-6.9452,0
19,Offaly,77961,2020/03/16 00:00:00+00,53.2632,-7.6607,2
20,Roscommon,64544,2020/03/16 00:00:00+00,53.8008,-8.2735,1
21,Sligo,65535,2020/03/16 00:00:00+00,54.1581,-8.5345,2
22,Tipperary,159553,2020/03/16 00:00:00+00,52.6407,-7.9206,2
23,Waterford,116176,2020/03/16 00:00:00+00,52.2035,-7.4935,7
24,Westmeath,88770,2020/03/16 00:00:00+00,53.5524,-7.4219,7
25,Wexford,149722,2020/03/16 00:00:00+00,52.5164,-6.5037,1
26,Wicklow,142425,2020/03/16 00:00:00+00,53.0205,-6.3442,9
1,Carlow,56932,2020/03/17 00:00:00+00,52.7168,-6.8367,2
2,Cavan,76176,2020/03/17 00:00:00+00,53.9878,-7.2937,2
3,Clare,118817,2020/03/17 00:00:00+00,52.8917,-8.9889,5
4,Cork,542868,2020/03/17 00:00:00+00,51.9517,-8.6372,62
5,Donegal,159192,2020/03/17 00:00:00+00,54.8989,-7.96,4
6,Dublin,1347359,2020/03/17 00:00:00+00,53.3605,-6.292,168
7,Galway,258058,2020/03/17 00:00:00+00,53.3705,-8.7362,12
8,Kerry,147707,2020/03/17 00:00:00+00,52.1689,-9.565,6
9,Kildare,222504,2020/03/17 00:00:00+00,53.238,-6.7837,7
10,Kilkenny,99232,2020/03/17 00:00:00+00,52.5816,-7.2175,5
11,Laois,84697,2020/03/17 00:00:00+00,52.9952,-7.3423,4
12,Leitrim,32044,2020/03/17 00:00:00+00,54.1261,-7.9939,1
13,Limerick,194899,2020/03/17 00:00:00+00,52.5255,-8.7412,14
14,Longford,40873,2020/03/17 00:00:00+00,53.7325,-7.6952,2
15,Louth,128884,2020/03/17 00:00:00+00,53.9161,-6.487,7
16,Mayo,130507,2020/03/17 00:00:00+00,53.9191,-9.2537,1
17,Meath,195044,2020/03/17 00:00:00+00,53.6851,-6.715,7
18,Monaghan,61386,2020/03/17 00:00:00+00,54.1857,-6.9452,0
19,Offaly,77961,2020/03/17 00:00:00+00,53.2632,-7.6607,2
20,Roscommon,64544,2020/03/17 00:00:00+00,53.8008,-8.2735,1
21,Sligo,65535,2020/03/17 00:00:00+00,54.1581,-8.5345,4
22,Tipperary,159553,2020/03/17 00:00:00+00,52.6407,-7.9206,3
23,Waterford,116176,2020/03/17 00:00:00+00,52.2035,-7.4935,7
24,Westmeath,88770,2020/03/17 00:00:00+00,53.5524,-7.4219,7
25,Wexford,149722,2020/03/17 00:00:00+00,52.5164,-6.5037,1
26,Wicklow,142425,2020/03/17 00:00:00+00,53.0205,-6.3442,13
1,Carlow,56932,2020/03/18 00:00:00+00,52.7168,-6.8367,2
2,Cavan,76176,2020/03/18 00:00:00+00,53.9878,-7.2937,2
3,Clare,118817,2020/03/18 00:00:00+00,52.8917,-8.9889,7
4,Cork,542868,2020/03/18 00:00:00+00,51.9517,-8.6372,66
5,Donegal,159192,2020/03/18 00:00:00+00,54.8989,-7.96,4
6,Dublin,1347359,2020/03/18 00:00:00+00,53.3605,-6.292,218
7,Galway,258058,2020/03/18 00:00:00+00,53.3705,-8.7362,12
8,Kerry,147707,2020/03/18 00:00:00+00,52.1689,-9.565,7
9,Kildare,222504,2020/03/18 00:00:00+00,53.238,-6.7837,11
10,Kilkenny,99232,2020/03/18 00:00:00+00,52.5816,-7.2175,7
11,Laois,84697,2020/03/18 00:00:00+00,52.9952,-7.3423,5
12,Leitrim,32044,2020/03/18 00:00:00+00,54.1261,-7.9939,1
13,Limerick,194899,2020/03/18 00:00:00+00,52.5255,-8.7412,15
14,Longford,40873,2020/03/18 00:00:00+00,53.7325,-7.6952,2
15,Louth,128884,2020/03/18 00:00:00+00,53.9161,-6.487,9
16,Mayo,130507,2020/03/18 00:00:00+00,53.9191,-9.2537,1
17,Meath,195044,2020/03/18 00:00:00+00,53.6851,-6.715,10
18,Monaghan,61386,2020/03/18 00:00:00+00,54.1857,-6.9452,0
19,Offaly,77961,2020/03/18 00:00:00+00,53.2632,-7.6607,5
20,Roscommon,64544,2020/03/18 00:00:00+00,53.8008,-8.2735,1
21,Sligo,65535,2020/03/18 00:00:00+00,54.1581,-8.5345,4
22,Tipperary,159553,2020/03/18 00:00:00+00,52.6407,-7.9206,6
23,Waterford,116176,2020/03/18 00:00:00+00,52.2035,-7.4935,7
24,Westmeath,88770,2020/03/18 00:00:00+00,53.5524,-7.4219,11
25,Wexford,149722,2020/03/18 00:00:00+00,52.5164,-6.5037,2
26,Wicklow,142425,2020/03/18 00:00:00+00,53.0205,-6.3442,16
1,Carlow,56932,2020/03/19 00:00:00+00,52.7168,-6.8367,2
2,Cavan,76176,2020/03/19 00:00:00+00,53.9878,-7.2937,2
3,Clare,118817,2020/03/19 00:00:00+00,52.8917,-8.9889,7
4,Cork,542868,2020/03/19 00:00:00+00,51.9517,-8.6372,88
5,Donegal,159192,2020/03/19 00:00:00+00,54.8989,-7.96,5
6,Dublin,1347359,2020/03/19 00:00:00+00,53.3605,-6.292,308
7,Galway,258058,2020/03/19 00:00:00+00,53.3705,-8.7362,19
8,Kerry,147707,2020/03/19 00:00:00+00,52.1689,-9.565,8
9,Kildare,222504,2020/03/19 00:00:00+00,53.238,-6.7837,19
10,Kilkenny,99232,2020/03/19 00:00:00+00,52.5816,-7.2175,11
11,Laois,84697,2020/03/19 00:00:00+00,52.9952,-7.3423,5
12,Leitrim,32044,2020/03/19 00:00:00+00,54.1261,-7.9939,1
13,Limerick,194899,2020/03/19 00:00:00+00,52.5255,-8.7412,15
14,Longford,40873,2020/03/19 00:00:00+00,53.7325,-7.6952,3
15,Louth,128884,2020/03/19 00:00:00+00,53.9161,-6.487,10
16,Mayo,130507,2020/03/19 00:00:00+00,53.9191,-9.2537,1
17,Meath,195044,2020/03/19 00:00:00+00,53.6851,-6.715,10
18,Monaghan,61386,2020/03/19 00:00:00+00,54.1857,-6.9452,0
19,Offaly,77961,2020/03/19 00:00:00+00,53.2632,-7.6607,7
20,Roscommon,64544,2020/03/19 00:00:00+00,53.8008,-8.2735,1
21,Sligo,65535,2020/03/19 00:00:00+00,54.1581,-8.5345,4
22,Tipperary,159553,2020/03/19 00:00:00+00,52.6407,-7.9206,6
23,Waterford,116176,2020/03/19 00:00:00+00,52.2035,-7.4935,8
24,Westmeath,88770,2020/03/19 00:00:00+00,53.5524,-7.4219,13
25,Wexford,149722,2020/03/19 00:00:00+00,52.5164,-6.5037,2
26,Wicklow,142425,2020/03/19 00:00:00+00,53.0205,-6.3442,18
1,Carlow,56932,2020/03/20 00:00:00+00,52.7168,-6.8367,2
2,Cavan,76176,2020/03/20 00:00:00+00,53.9878,-7.2937,4
3,Clare,118817,2020/03/20 00:00:00+00,52.8917,-8.9889,7
4,Cork,542868,2020/03/20 00:00:00+00,51.9517,-8.6372,102
5,Donegal,159192,2020/03/20 00:00:00+00,54.8989,-7.96,5
6,Dublin,1347359,2020/03/20 00:00:00+00,53.3605,-6.292,390
7,Galway,258058,2020/03/20 00:00:00+00,53.3705,-8.7362,23
8,Kerry,147707,2020/03/20 00:00:00+00,52.1689,-9.565,9
9,Kildare,222504,2020/03/20 00:00:00+00,53.238,-6.7837,22
10,Kilkenny,99232,2020/03/20 00:00:00+00,52.5816,-7.2175,11
11,Laois,84697,2020/03/20 00:00:00+00,52.9952,-7.3423,6
12,Leitrim,32044,2020/03/20 00:00:00+00,54.1261,-7.9939,1
13,Limerick,194899,2020/03/20 00:00:00+00,52.5255,-8.7412,15
14,Longford,40873,2020/03/20 00:00:00+00,53.7325,-7.6952,3
15,Louth,128884,2020/03/20 00:00:00+00,53.9161,-6.487,12
16,Mayo,130507,2020/03/20 00:00:00+00,53.9191,-9.2537,3
17,Meath,195044,2020/03/20 00:00:00+00,53.6851,-6.715,11
18,Monaghan,61386,2020/03/20 00:00:00+00,54.1857,-6.9452,2
19,Offaly,77961,2020/03/20 00:00:00+00,53.2632,-7.6607,9
20,Roscommon,64544,2020/03/20 00:00:00+00,53.8008,-8.2735,1
21,Sligo,65535,2020/03/20 00:00:00+00,54.1581,-8.5345,5
22,Tipperary,159553,2020/03/20 00:00:00+00,52.6407,-7.9206,8
23,Waterford,116176,2020/03/20 00:00:00+00,52.2035,-7.4935,9
24,Westmeath,88770,2020/03/20 00:00:00+00,53.5524,-7.4219,14
25,Wexford,149722,2020/03/20 00:00:00+00,52.5164,-6.5037,3
26,Wicklow,142425,2020/03/20 00:00:00+00,53.0205,-6.3442,22
1,Carlow,56932,2020/03/21 00:00:00+00,52.7168,-6.8367,2
2,Cavan,76176,2020/03/21 00:00:00+00,53.9878,-7.2937,4
3,Clare,118817,2020/03/21 00:00:00+00,52.8917,-8.9889,9
4,Cork,542868,2020/03/21 00:00:00+00,51.9517,-8.6372,105
5,Donegal,159192,2020/03/21 00:00:00+00,54.8989,-7.96,8
6,Dublin,1347359,2020/03/21 00:00:00+00,53.3605,-6.292,457
7,Galway,258058,2020/03/21 00:00:00+00,53.3705,-8.7362,31
8,Kerry,147707,2020/03/21 00:00:00+00,52.1689,-9.565,12
9,Kildare,222504,2020/03/21 00:00:00+00,53.238,-6.7837,24
10,Kilkenny,99232,2020/03/21 00:00:00+00,52.5816,-7.2175,15
11,Laois,84697,2020/03/21 00:00:00+00,52.9952,-7.3423,6
12,Leitrim,32044,2020/03/21 00:00:00+00,54.1261,-7.9939,1
13,Limerick,194899,2020/03/21 00:00:00+00,52.5255,-8.7412,18
14,Longford,40873,2020/03/21 00:00:00+00,53.7325,-7.6952,3
15,Louth,128884,2020/03/21 00:00:00+00,53.9161,-6.487,14
16,Mayo,130507,2020/03/21 00:00:00+00,53.9191,-9.2537,6
17,Meath,195044,2020/03/21 00:00:00+00,53.6851,-6.715,13
18,Monaghan,61386,2020/03/21 00:00:00+00,54.1857,-6.9452,2
19,Offaly,77961,2020/03/21 00:00:00+00,53.2632,-7.6607,10
20,Roscommon,64544,2020/03/21 00:00:00+00,53.8008,-8.2735,1
21,Sligo,65535,2020/03/21 00:00:00+00,54.1581,-8.5345,8
22,Tipperary,159553,2020/03/21 00:00:00+00,52.6407,-7.9206,19
23,Waterford,116176,2020/03/21 00:00:00+00,52.2035,-7.4935,9
24,Westmeath,88770,2020/03/21 00:00:00+00,53.5524,-7.4219,19
25,Wexford,149722,2020/03/21 00:00:00+00,52.5164,-6.5037,4
26,Wicklow,142425,2020/03/21 00:00:00+00,53.0205,-6.3442,23
1,Carlow,56932,2020/03/22 00:00:00+00,52.7168,-6.8367,3
2,Cavan,76176,2020/03/22 00:00:00+00,53.9878,-7.2937,5
3,Clare,118817,2020/03/22 00:00:00+00,52.8917,-8.9889,11
4,Cork,542868,2020/03/22 00:00:00+00,51.9517,-8.6372,124
5,Donegal,159192,2020/03/22 00:00:00+00,54.8989,-7.96,11
6,Dublin,1347359,2020/03/22 00:00:00+00,53.3605,-6.292,519
7,Galway,258058,2020/03/22 00:00:00+00,53.3705,-8.7362,33
8,Kerry,147707,2020/03/22 00:00:00+00,52.1689,-9.565,15
9,Kildare,222504,2020/03/22 00:00:00+00,53.238,-6.7837,27
10,Kilkenny,99232,2020/03/22 00:00:00+00,52.5816,-7.2175,16
11,Laois,84697,2020/03/22 00:00:00+00,52.9952,-7.3423,8
12,Leitrim,32044,2020/03/22 00:00:00+00,54.1261,-7.9939,1
13,Limerick,194899,2020/03/22 00:00:00+00,52.5255,-8.7412,19
14,Longford,40873,2020/03/22 00:00:00+00,53.7325,-7.6952,4
15,Louth,128884,2020/03/22 00:00:00+00,53.9161,-6.487,17
16,Mayo,130507,2020/03/22 00:00:00+00,53.9191,-9.2537,9
17,Meath,195044,2020/03/22 00:00:00+00,53.6851,-6.715,16
18,Monaghan,61386,2020/03/22 00:00:00+00,54.1857,-6.9452,2
19,Offaly,77961,2020/03/22 00:00:00+00,53.2632,-7.6607,13
20,Roscommon,64544,2020/03/22 00:00:00+00,53.8008,-8.2735,1
21,Sligo,65535,2020/03/22 00:00:00+00,54.1581,-8.5345,8
22,Tipperary,159553,2020/03/22 00:00:00+00,52.6407,-7.9206,19
23,Waterford,116176,2020/03/22 00:00:00+00,52.2035,-7.4935,13
24,Westmeath,88770,2020/03/22 00:00:00+00,53.5524,-7.4219,20
25,Wexford,149722,2020/03/22 00:00:00+00,52.5164,-6.5037,8
26,Wicklow,142425,2020/03/22 00:00:00+00,53.0205,-6.3442,29
1,Carlow,56932,2020/03/23 00:00:00+00,52.7168,-6.8367,3
2,Cavan,76176,2020/03/23 00:00:00+00,53.9878,-7.2937,5
3,Clare,118817,2020/03/23 00:00:00+00,52.8917,-8.9889,12
4,Cork,542868,2020/03/23 00:00:00+00,51.9517,-8.6372,134
5,Donegal,159192,2020/03/23 00:00:00+00,54.8989,-7.96,11
6,Dublin,1347359,2020/03/23 00:00:00+00,53.3605,-6.292,641
7,Galway,258058,2020/03/23 00:00:00+00,53.3705,-8.7362,38
8,Kerry,147707,2020/03/23 00:00:00+00,52.1689,-9.565,33
9,Kildare,222504,2020/03/23 00:00:00+00,53.238,-6.7837,36
10,Kilkenny,99232,2020/03/23 00:00:00+00,52.5816,-7.2175,16
11,Laois,84697,2020/03/23 00:00:00+00,52.9952,-7.3423,9
12,Leitrim,32044,2020/03/23 00:00:00+00,54.1261,-7.9939,3
13,Limerick,194899,2020/03/23 00:00:00+00,52.5255,-8.7412,19
14,Longford,40873,2020/03/23 00:00:00+00,53.7325,-7.6952,4
15,Louth,128884,2020/03/23 00:00:00+00,53.9161,-6.487,19
16,Mayo,130507,2020/03/23 00:00:00+00,53.9191,-9.2537,9
17,Meath,195044,2020/03/23 00:00:00+00,53.6851,-6.715,24
18,Monaghan,61386,2020/03/23 00:00:00+00,54.1857,-6.9452,3
19,Offaly,77961,2020/03/23 00:00:00+00,53.2632,-7.6607,13
20,Roscommon,64544,2020/03/23 00:00:00+00,53.8008,-8.2735,2
21,Sligo,65535,2020/03/23 00:00:00+00,54.1581,-8.5345,8
22,Tipperary,159553,2020/03/23 00:00:00+00,52.6407,-7.9206,19
23,Waterford,116176,2020/03/23 00:00:00+00,52.2035,-7.4935,16
24,Westmeath,88770,2020/03/23 00:00:00+00,53.5524,-7.4219,23
25,Wexford,149722,2020/03/23 00:00:00+00,52.5164,-6.5037,8
26,Wicklow,142425,2020/03/23 00:00:00+00,53.0205,-6.3442,41
1,Carlow,56932,2020/03/24 00:00:00+00,52.7168,-6.8367,3
2,Cavan,76176,2020/03/24 00:00:00+00,53.9878,-7.2937,6
3,Clare,118817,2020/03/24 00:00:00+00,52.8917,-8.9889,25
4,Cork,542868,2020/03/24 00:00:00+00,51.9517,-8.6372,155
5,Donegal,159192,2020/03/24 00:00:00+00,54.8989,-7.96,12
6,Dublin,1347359,2020/03/24 00:00:00+00,53.3605,-6.292,755
7,Galway,258058,2020/03/24 00:00:00+00,53.3705,-8.7362,43
8,Kerry,147707,2020/03/24 00:00:00+00,52.1689,-9.565,38
9,Kildare,222504,2020/03/24 00:00:00+00,53.238,-6.7837,41
10,Kilkenny,99232,2020/03/24 00:00:00+00,52.5816,-7.2175,19
11,Laois,84697,2020/03/24 00:00:00+00,52.9952,-7.3423,10
12,Leitrim,32044,2020/03/24 00:00:00+00,54.1261,-7.9939,3
13,Limerick,194899,2020/03/24 00:00:00+00,52.5255,-8.7412,24
14,Longford,40873,2020/03/24 00:00:00+00,53.7325,-7.6952,4
15,Louth,128884,2020/03/24 00:00:00+00,53.9161,-6.487,21
16,Mayo,130507,2020/03/24 00:00:00+00,53.9191,-9.2537,14
17,Meath,195044,2020/03/24 00:00:00+00,53.6851,-6.715,27
18,Monaghan,61386,2020/03/24 00:00:00+00,54.1857,-6.9452,3
19,Offaly,77961,2020/03/24 00:00:00+00,53.2632,-7.6607,16
20,Roscommon,64544,2020/03/24 00:00:00+00,53.8008,-8.2735,6
21,Sligo,65535,2020/03/24 00:00:00+00,54.1581,-8.5345,8
22,Tipperary,159553,2020/03/24 00:00:00+00,52.6407,-7.9206,26
23,Waterford,116176,2020/03/24 00:00:00+00,52.2035,-7.4935,23
24,Westmeath,88770,2020/03/24 00:00:00+00,53.5524,-7.4219,27
25,Wexford,149722,2020/03/24 00:00:00+00,52.5164,-6.5037,9
26,Wicklow,142425,2020/03/24 00:00:00+00,53.0205,-6.3442,51
1,Carlow,56932,2020/03/25 00:00:00+00,52.7168,-6.8367,3
2,Cavan,76176,2020/03/25 00:00:00+00,53.9878,-7.2937,9
3,Clare,118817,2020/03/25 00:00:00+00,52.8917,-8.9889,26
4,Cork,542868,2020/03/25 00:00:00+00,51.9517,-8.6372,172
5,Donegal,159192,2020/03/25 00:00:00+00,54.8989,-7.96,15
6,Dublin,1347359,2020/03/25 00:00:00+00,53.3605,-6.292,898
7,Galway,258058,2020/03/25 00:00:00+00,53.3705,-8.7362,54
8,Kerry,147707,2020/03/25 00:00:00+00,52.1689,-9.565,44
9,Kildare,222504,2020/03/25 00:00:00+00,53.238,-6.7837,47
10,Kilkenny,99232,2020/03/25 00:00:00+00,52.5816,-7.2175,21
11,Laois,84697,2020/03/25 00:00:00+00,52.9952,-7.3423,10
12,Leitrim,32044,2020/03/25 00:00:00+00,54.1261,-7.9939,3
13,Limerick,194899,2020/03/25 00:00:00+00,52.5255,-8.7412,36
14,Longford,40873,2020/03/25 00:00:00+00,53.7325,-7.6952,6
15,Louth,128884,2020/03/25 00:00:00+00,53.9161,-6.487,25
16,Mayo,130507,2020/03/25 00:00:00+00,53.9191,-9.2537,17
17,Meath,195044,2020/03/25 00:00:00+00,53.6851,-6.715,33
18,Monaghan,61386,2020/03/25 00:00:00+00,54.1857,-6.9452,5
19,Offaly,77961,2020/03/25 00:00:00+00,53.2632,-7.6607,19
20,Roscommon,64544,2020/03/25 00:00:00+00,53.8008,-8.2735,8
21,Sligo,65535,2020/03/25 00:00:00+00,54.1581,-8.5345,8
22,Tipperary,159553,2020/03/25 00:00:00+00,52.6407,-7.9206,35
23,Waterford,116176,2020/03/25 00:00:00+00,52.2035,-7.4935,23
24,Westmeath,88770,2020/03/25 00:00:00+00,53.5524,-7.4219,37
25,Wexford,149722,2020/03/25 00:00:00+00,52.5164,-6.5037,9
26,Wicklow,142425,2020/03/25 00:00:00+00,53.0205,-6.3442,54
1,Carlow,56932,2020/03/26 00:00:00+00,52.7168,-6.8367,3
2,Cavan,76176,2020/03/26 00:00:00+00,53.9878,-7.2937,11
3,Clare,118817,2020/03/26 00:00:00+00,52.8917,-8.9889,31
4,Cork,542868,2020/03/26 00:00:00+00,51.9517,-8.6372,185
5,Donegal,159192,2020/03/26 00:00:00+00,54.8989,-7.96,15
6,Dublin,1347359,2020/03/26 00:00:00+00,53.3605,-6.292,1043
7,Galway,258058,2020/03/26 00:00:00+00,53.3705,-8.7362,60
8,Kerry,147707,2020/03/26 00:00:00+00,52.1689,-9.565,47
9,Kildare,222504,2020/03/26 00:00:00+00,53.238,-6.7837,58
10,Kilkenny,99232,2020/03/26 00:00:00+00,52.5816,-7.2175,29
11,Laois,84697,2020/03/26 00:00:00+00,52.9952,-7.3423,11
12,Leitrim,32044,2020/03/26 00:00:00+00,54.1261,-7.9939,3
13,Limerick,194899,2020/03/26 00:00:00+00,52.5255,-8.7412,46
14,Longford,40873,2020/03/26 00:00:00+00,53.7325,-7.6952,7
15,Louth,128884,2020/03/26 00:00:00+00,53.9161,-6.487,28
16,Mayo,130507,2020/03/26 00:00:00+00,53.9191,-9.2537,20
17,Meath,195044,2020/03/26 00:00:00+00,53.6851,-6.715,41
18,Monaghan,61386,2020/03/26 00:00:00+00,54.1857,-6.9452,8
19,Offaly,77961,2020/03/26 00:00:00+00,53.2632,-7.6607,23
20,Roscommon,64544,2020/03/26 00:00:00+00,53.8008,-8.2735,9
21,Sligo,65535,2020/03/26 00:00:00+00,54.1581,-8.5345,10
22,Tipperary,159553,2020/03/26 00:00:00+00,52.6407,-7.9206,45
23,Waterford,116176,2020/03/26 00:00:00+00,52.2035,-7.4935,27
24,Westmeath,88770,2020/03/26 00:00:00+00,53.5524,-7.4219,49
25,Wexford,149722,2020/03/26 00:00:00+00,52.5164,-6.5037,10
26,Wicklow,142425,2020/03/26 00:00:00+00,53.0205,-6.3442,60
1,Carlow,56932,2020/03/27 00:00:00+00,52.7168,-6.8367,3
2,Cavan,76176,2020/03/27 00:00:00+00,53.9878,-7.2937,19
3,Clare,118817,2020/03/27 00:00:00+00,52.8917,-8.9889,34
4,Cork,542868,2020/03/27 00:00:00+00,51.9517,-8.6372,209
5,Donegal,159192,2020/03/27 00:00:00+00,54.8989,-7.96,24
6,Dublin,1347359,2020/03/27 00:00:00+00,53.3605,-6.292,1198
7,Galway,258058,2020/03/27 00:00:00+00,53.3705,-8.7362,65
8,Kerry,147707,2020/03/27 00:00:00+00,52.1689,-9.565,53
9,Kildare,222504,2020/03/27 00:00:00+00,53.238,-6.7837,64
10,Kilkenny,99232,2020/03/27 00:00:00+00,52.5816,-7.2175,33
11,Laois,84697,2020/03/27 00:00:00+00,52.9952,-7.3423,14
12,Leitrim,32044,2020/03/27 00:00:00+00,54.1261,-7.9939,5
13,Limerick,194899,2020/03/27 00:00:00+00,52.5255,-8.7412,55
14,Longford,40873,2020/03/27 00:00:00+00,53.7325,-7.6952,12
15,Louth,128884,2020/03/27 00:00:00+00,53.9161,-6.487,37
16,Mayo,130507,2020/03/27 00:00:00+00,53.9191,-9.2537,25
17,Meath,195044,2020/03/27 00:00:00+00,53.6851,-6.715,46
18,Monaghan,61386,2020/03/27 00:00:00+00,54.1857,-6.9452,11
19,Offaly,77961,2020/03/27 00:00:00+00,53.2632,-7.6607,31
20,Roscommon,64544,2020/03/27 00:00:00+00,53.8008,-8.2735,11
21,Sligo,65535,2020/03/27 00:00:00+00,54.1581,-8.5345,12
22,Tipperary,159553,2020/03/27 00:00:00+00,52.6407,-7.9206,55
23,Waterford,116176,2020/03/27 00:00:00+00,52.2035,-7.4935,29
24,Westmeath,88770,2020/03/27 00:00:00+00,53.5524,-7.4219,64
25,Wexford,149722,2020/03/27 00:00:00+00,52.5164,-6.5037,11
26,Wicklow,142425,2020/03/27 00:00:00+00,53.0205,-6.3442,68
1,Carlow,56932,2020/03/28 00:00:00+00,52.7168,-6.8367,4
2,Cavan,76176,2020/03/28 00:00:00+00,53.9878,-7.2937,24
3,Clare,118817,2020/03/28 00:00:00+00,52.8917,-8.9889,34
4,Cork,542868,2020/03/28 00:00:00+00,51.9517,-8.6372,218
5,Donegal,159192,2020/03/28 00:00:00+00,54.8989,-7.96,36
6,Dublin,1347359,2020/03/28 00:00:00+00,53.3605,-6.292,1353
7,Galway,258058,2020/03/28 00:00:00+00,53.3705,-8.7362,74
